Name,Address,Location,Country,Price,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,FacilitiesAndServices
René et Maxime Meilleur,"Hameau de  Saint-Marcel, Saint-Martin-de-Belleville, 73440, France",Saint-Martin-de-Belleville,France,€€€€,"Creative, Regional Cuisine",6.5133065,45.3690463,+33479089677,https://guide.michelin.com/en/auvergne-rhone-alpes/saint-martin-de-belleville/restaurant/rene-et-maxime-meilleur,https://www.la-bouitte.com/fr/,3 MICHELIN Stars,"American Express credit card,Car park,Credit card / Debit card accepted,Great view,Mastercard credit card,Particularly interesting wine list,Visa credit card"
Le Petit Nice,"Anse de Maldormé, Marseille, 13007, France",Marseille,France,€€€€,Seafood,5.3521929,43.2803346,+33491592592,https://guide.michelin.com/en/provence-alpes-cote-dazur/marseille/restaurant/le-petit-nice,https://www.passedat.fr/en/5-star-boutique-hotel-restaurant-marseille,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Great view,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card,Wheelchair access"
Les Prés d'Eugénie - Michel Guérard,"Place de l'Impératrice, Eugénie-les-Bains, 40320, France",Eugénie-les-Bains,France,€€€€,Classic Cuisine,-0.3797229,43.696604,+33558050607,https://guide.michelin.com/en/nouvelle-aquitaine/eugnie-les-bains/restaurant/les-pres-d-eugenie-michel-guerard,https://lespresdeugenie.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card"
Aqua,"Parkstraße 1, Wolfsburg, 38440, Germany",Wolfsburg,Germany,€€€€,"Creative, Modern Cuisine",10.789999,52.4331722,+495361606056,https://guide.michelin.com/en/niedersachsen/wolfsburg/restaurant/aqua79029,http://www.restaurant-aqua.com,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access"
The Table Kevin Fehling,"Shanghaiallee 15, Hamburg, 20457, Germany",Hamburg,Germany,€€€€,"Creative, International",10.0029635,53.5426688,+494022867422,https://guide.michelin.com/en/hamburg-region/hamburg/restaurant/the-table-kevin-fehling,https://thetable-hamburg.de/,3 MICHELIN Stars,"American Express credit card,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card"
Restaurant Überfahrt Christian Jürgens,"Überfahrtstraße 10, Rottach-Egern, 83700, Germany",Rottach-Egern,Germany,€€€€,"Creative, Market Cuisine",11.7582292,47.6966846,+4980226690,https://guide.michelin.com/en/bayern/rottach-egern/restaurant/restaurant-uberfahrt-christian-jurgens,https://www.althoffcollection.com/de,3 MICHELIN Stars,"American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access"
Victor's Fine Dining by christian bau,"Schlossstraße 27, Perl, 66706, Germany",Perl,Germany,€€€€,Creative,6.3872109,49.5351732,+49686679118,https://guide.michelin.com/en/saarland/perl/restaurant/victor-s-fine-dining-by-christian-bau,https://www.victors-fine-dining.de/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Notable sake list,Particularly interesting wine list,Visa credit card"
Rutz,"Chausseestraße 8, Berlin, 10115, Germany",Berlin,Germany,€€€€,"Modern Cuisine, Creative",13.3860867,52.5283507,+493024628760,https://guide.michelin.com/en/berlin-region/berlin/restaurant/rutz,https://rutz-restaurant.de/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card"
Restaurant Bareiss,"Hermine-Bareiss-Weg 1, Baiersbronn, 72270, Germany",Baiersbronn,Germany,€€€€,Classic French,8.3269876,48.5205845,+497442470,https://guide.michelin.com/en/baden-wurttemberg/baiersbronn/restaurant/restaurant-bareiss,https://www.bareiss.com/,3 MICHELIN Stars,"Air conditioning,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access"
Schwarzwaldstube,"Tonbachstraße 237, Baiersbronn, 72270, Germany",Baiersbronn,Germany,€€€€,"Classic French, Creative",8.3582803,48.5369113,+497442492665,https://guide.michelin.com/en/baden-wurttemberg/baiersbronn/restaurant/temporaire-schwarzwaldstube,https://www.traube-tonbach.de/restaurants-bar/schwarzwaldstube/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Great view,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access"
schanz. restaurant.,"Bahnhofstraße 8a, Piesport, 54498, Germany",Piesport,Germany,€€€€,"Modern French, Creative",6.9266002,49.8776003,+49650792520,https://guide.michelin.com/en/rheinland-pfalz/piesport/restaurant/schanz-restaurant,https://www.schanz-restaurant.de/de/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card,Wheelchair access"
Waldhotel Sonnora,"Auf'm Eichelfeld 1, Dreis, 54518, Germany",Dreis,Germany,€€€€,Classic French,6.8109342,49.9377323,+49657898220,https://guide.michelin.com/en/rheinland-pfalz/dreis/restaurant/waldhotel-sonnora,https://www.hotel-sonnora.de/,3 MICHELIN Stars,"American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card"
L'Enclume,"Cavendish Street, Cartmel, LA11 6PZ, United Kingdom",Cartmel,United Kingdom,££££,Creative,-2.9538566,54.2017254,+441539536362,https://guide.michelin.com/en/cumbria/cartmel/restaurant/l-enclume,https://www.lenclume.co.uk/,3 MICHELIN Stars,"Air conditioning,Booking essential,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card"
Fat Duck,"High Street, Bray, SL6 2AQ, United Kingdom",Bray,United Kingdom,££££,Creative,-0.7017529,51.5078582,+441628580333,https://guide.michelin.com/en/windsor-and-maidenhead/bray/restaurant/fat-duck,https://thefatduck.co.uk/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,Car park,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Visa credit card"
Waterside Inn,"Ferry Road, Bray, SL6 2AT, United Kingdom",Bray,United Kingdom,££££,Classic French,-0.6994376,51.5091092,+441628620691,https://guide.michelin.com/en/windsor-and-maidenhead/bray/restaurant/waterside-inn,https://www.waterside-inn.co.uk/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,Car park,Credit card / Debit card accepted,Great view,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card"
Restaurant Gordon Ramsay,"68-69 Royal Hospital Road, London, SW3 4HP, United Kingdom",London,United Kingdom,££££,French,-0.1621766,51.4854381,+442073524441,https://guide.michelin.com/en/greater-london/london/restaurant/restaurant-gordon-ramsay,https://www.gordonramsayrestaurants.com/restaurant-gordon-ramsay/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card"
Hélène Darroze at The Connaught,"Carlos Place, London, W1K 2AL, United Kingdom",London,United Kingdom,££££,Modern Cuisine,-0.1492905,51.510188,+442031477200,https://guide.michelin.com/en/greater-london/london/restaurant/helene-darroze-at-the-connaught,https://www.the-connaught.co.uk/restaurants-bars/helene-darroze-at-the-connaught/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card"
CORE by Clare Smyth,"92 Kensington Park Road, London, W11 2PN, United Kingdom",London,United Kingdom,££££,Modern British,-0.2030649,51.5126689,+442039375086,https://guide.michelin.com/en/greater-london/london/restaurant/core-by-clare-smyth,https://www.corebyclaresmyth.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card"
Sketch (The Lecture Room & Library),"9 Conduit Street, London, W1S 2XG, United Kingdom",London,United Kingdom,££££,Modern French,-0.1415369,51.5126775,+442076594500,https://guide.michelin.com/en/greater-london/london/restaurant/sketch-the-lecture-room-library,https://sketch.london/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card"
Alain Ducasse at The Dorchester,"Park Lane, London, W1K 1QA, United Kingdom",London,United Kingdom,££££,French,-0.152575,51.5073381,+442076298866,https://guide.michelin.com/en/greater-london/london/restaurant/alain-ducasse-at-the-dorchester,https://www.alainducasse-dorchester.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access"
Amador,"Grinzinger Straße 86, Vienna, 1190, Austria",Vienna,Austria,€€€€,"Creative, Contemporary",16.3586003,48.2540114,+436609070500,https://guide.michelin.com/en/vienna/wien/restaurant/amador,https://www.restaurant-amador.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card"
Xin Rong Ji (Xinyuan South Road),"1F, East Tower, Genesis Beijing, 8 Xinyuan South Road, Beijing, China Mainland",Beijing,China Mainland,¥¥¥¥,Taizhou,116.450148,39.94638,+861065015501,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/xin-rong-ji-xinyuan-south-road,,3 MICHELIN Stars,"Air conditioning,Booking essential,Car park,China UnionPay,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Particularly interesting wine list,Visa credit card"
King's Joy,"2 Wudaoying Hutong, Beijing, China Mainland",Beijing,China Mainland,¥¥¥,Vegetarian,116.410004,39.946681,+861084049191,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/king-s-joy,,3 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,Garden or park,JCB,Maestro,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Valet parking,Visa credit card,Wheelchair access"
Jade Dragon,"2F, The Shops at the Boulevard, City of Dreams, Estrada do Istmo, Macau",,Macau,$$$,Cantonese,113.56715,22.149137,+85388682822,https://guide.michelin.com/en/macau-region/macau/restaurant/jade-dragon,https://www.cityofdreamsmacau.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,JCB,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access"
Robuchon au Dôme,"43F, Grand Lisboa Hotel, Avenida de Lisboa, Macau",,Macau,$$$$,French Contemporary,113.54395,22.189949,+85388037878,https://guide.michelin.com/en/macau-region/macau/restaurant/robuchon-au-dome,https://www.grandlisboahotels.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,Great view,JCB,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access"
The Eight,"2F, Grand Lisboa Hotel, Avenida de Lisboa, Macau",,Macau,$$$$,Cantonese,113.54341,22.190475,+85388037788,https://guide.michelin.com/en/macau-region/macau/restaurant/the-eight,https://www.grandlisboahotels.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,JCB,Maestro,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card"
8 1/2 Otto e Mezzo - Bombana,"Shop 202, 2F, Alexandra House, 18 Chater Road, Hong Kong",,Hong Kong,$$$,Italian,114.15867,22.2814635,+85225378859,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/8%C2%BD-otto-e-mezzo-bombana,https://www.laisundining.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access"
T'ang Court,"1-2F, The Langham Hotel, 8 Peking Road, Hong Kong",,Hong Kong,$$$,Cantonese,114.1698,22.296572,+85221327898,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/t-ang-court,https://www.langhamhotels.com/en/the-langham/hong-kong/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,JCB,Mastercard credit card,Restaurant offering vegetarian menus,Valet parking,Visa credit card,Wheelchair access"
Sushi Shikon,"7F, The Landmark Mandarin Oriental Hotel, 15 Queen's Road Central, Hong Kong",,Hong Kong,$$$$,Sushi,114.1574159,22.2808567,+85226436800,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/sushi-shikon,https://sushi-shikon.com/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,China UnionPay,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Notable sake list,Valet parking,Visa credit card,Wheelchair access"
Caprice,"6F, Four Seasons Hotel, 8 Finance Street, Hong Kong",,Hong Kong,$$$$,French Contemporary,114.1590497,22.2857149,+85231968860,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/caprice,https://www.fourseasons.com/hongkong/,3 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,Great view,JCB,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access"
Forum,"1F, Sino Plaza, 255-257 Gloucester Road, Hong Kong",,Hong Kong,$$$$,Cantonese,114.1821991,22.2814401,+85228698282,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/forum,http://www.forumrestaurant1977.com,3 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,Car park,China UnionPay,Credit card / Debit card accepted,JCB,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card"
